"PassengerID","Survived"
"891",0.176892609413995
"890",0.416107181473586
"889",0.437542464420488
"888",0.822784673231147
"887",0.151220307126921
"886",0.265167166886598
"885",0.171995566574288
"884",0.15431702148892
"883",0.372594925747883
"882",0.156229994016244
"881",0.874541523538123
"880",0.868628017719298
"879",0.170598273393881
"878",0.176884194578593
"877",0.151437272880606
"876",0.622427921483115
"875",0.869814443083812
"874",0.137214592091611
"873",0.4085130398249
"872",0.891596567544356
"871",0.188157687465016
"870",0.607106180225714
"869",0.176200819055863
"868",0.316175508784304
"867",0.864312186548404
"866",0.672258640254272
"865",0.144838494332788
"864",0.179448712833133
"863",0.781835414198326
"862",0.209160768528252
"861",0.167115715384797
"860",0.166968056029554
"859",0.636208776513998
"858",0.317485397596474
"857",0.884267259354447
"856",0.441817370615634
"855",0.730847999351371
"854",0.906450394287983
"853",0.418279782349835
"852",0.13493700970607
"851",0.285513762385568
"850",0.869571475890729
"849",0.252908066153285
"848",0.176200819055863
"847",0.128890747874372
"846",0.13960693685343
"845",0.173689844466498
"844",0.176223626073407
"843",0.831772480522833
"842",0.189258562903966
"841",0.17424001799508
"840",0.395778460741734
"839",0.176892609413995
"838",0.13493700970607
"837",0.15418536896951
"836",0.897142479851373
"835",0.175627611945539
"834",0.15269314264322
"833",0.192879948930579
"832",0.790702510780971
"831",0.466642858006102
"830",0.745691230163716
"829",0.21182564266492
"828",0.778297529938059
"827",0.172326322722494
"826",0.171511253797195
"825",0.236107542381245
"824",0.648231354264705
"823",0.391338688154745
"822",0.192879948930579
"821",0.879090520105516
"820",0.0872893263091103
"819",0.175475031324016
"818",0.178406680536822
"817",0.369700665490612
"816",0.298648957991124
"815",0.170485295268064
"814",0.238311097270302
"813",0.242758782525348
"812",0.17690593263157
"811",0.158000747720121
"810",0.892072784212583
"809",0.15510420866652
"808",0.564778074777601
"807",0.31603349607683
"806",0.209211700851965
"805",0.192879948930579
"804",0.634297211330498
"803",0.637382686829165
"802",0.860620783665643
"801",0.263999955488086
"800",0.439146552546174
"799",0.17330971204439
"798",0.579027881191956
"797",0.777316266379762
"796",0.234023828209675
"795",0.171995566574288
"794",0.292444051520377
"793",0.179448712833133
"792",0.27702275702732
"791",0.170598273393881
"790",0.298648957991124
"789",0.594659888028152
"788",0.1242115107424
"787",0.564778074777601
"786",0.151133602468369
"785",0.171995566574288
"784",0.190682108563584
"783",0.398096099381977
"782",0.909180372813295
"781",0.619891945240481
"780",0.887797729430867
"779",0.147039820238104
"778",0.716865973713779
"777",0.209264816525378
"776",0.14991662744037
"775",0.765464765675027
"774",0.135849830064273
"773",0.614406725932777
"772",0.137214592091611
"771",0.170598273393881
"770",0.176892609413995
"769",0.165319903971491
"768",0.385609554885091
"767",0.298648957991124
"766",0.897858003273726
"765",0.189837783088761
"764",0.875140517836936
"763",0.17424001799508
"762",0.171983476019417
"761",0.171995566574288
"760",0.829054997448997
"759",0.177924592669881
"758",0.15472718401991
"757",0.190836237870965
"756",0.790702510780971
"755",0.82130518374575
"754",0.173365391188368
"753",0.178441094089608
"752",0.538574010397691
"751",0.862172434005928
"750",0.170828956902379
"749",0.430268574803813
"748",0.790728009772406
"747",0.167642326854862
"746",0.35165220816377
"745",0.209211700851965
"744",0.17754974868719
"743",0.85734862368951
"742",0.359907644472461
"741",0.409473083122911
"740",0.173689844466498
"739",0.176200819055863
"738",0.415247152690281
"737",0.26585550415958
"736",0.190836237870965
"735",0.144454868157421
"734",0.144454868157421
"733",0.176247973714424
"732",0.23289461427007
"731",0.826878638568713
"730",0.421443741162561
"729",0.265748573164888
"728",0.642126413832056
"727",0.886346054480381
"726",0.17424001799508
"725",0.473561203989677
"724",0.184702969279132
"723",0.241304022665588
"722",0.216966908858856
"721",0.883575313372819
"720",0.178441094089608
"719",0.209264816525378
"718",0.739559317132644
"717",0.806397402387438
"716",0.153573770297513
"715",0.185065354084896
"714",0.20900495622781
"713",0.38328791689217
"712",0.395336688521615
"711",0.792572456052152
"710",0.670665567179603
"709",0.676630245558589
"708",0.389001405434122
"707",0.660283036367213
"706",0.268181200686185
"705",0.164722273888654
"704",0.171995566574288
"703",0.441817370615634
"702",0.413538560740404
"701",0.846194955570939
"700",0.13960693685343
"699",0.34238645210745
"698",0.4223988787947
"697",0.177524554070822
"696",0.185065354084896
"695",0.270253504493066
"694",0.171995566574288
"693",0.202717272937876
"692",0.738705070877515
"691",0.453894248538896
"690",0.911920814447692
"689",0.175627611945539
"688",0.176884194578593
"687",0.111247796176533
"686",0.24400927074379
"685",0.249354164683269
"684",0.0781482632192474
"683",0.151437272880606
"682",0.432769649599948
"681",0.425729114174493
"680",0.462268169189182
"679",0.257429882164535
"678",0.564778074777601
"677",0.170059889216878
"676",0.175627611945539
"675",0.176247973714424
"674",0.171180716611438
"673",0.195662077432436
"672",0.453894248538896
"671",0.834498498097837
"670",0.860829286952011
"669",0.175475031324016
"668",0.192879948930579
